name,code,Sector_main,sector
LII HEN INDUSTRIES BHD,7089,Main Market,Consumer Products & Services
LONDON BISCUITS BHD,7126,Main Market,Consumer Products & Services
LONDON BISCUITS BERHAD-WARRANTS 2015/2020,7126WA,Main Market,Consumer Products & Services
LTKM BHD,7085,Main Market,Consumer Products & Services
MAGNI-TECH INDUSTRIES BHD,7087,Main Market,Consumer Products & Services
MAGNUM BERHAD,3859,Main Market,Consumer Products & Services
MARCO HOLDINGS BHD,3514,Main Market,Consumer Products & Services
MAXWELL INT HOLDINGS BERHAD,5189,Main Market,Consumer Products & Services
MAXWELL INTERNATIONAL HOLDINGS BERHAD - WA 2015/2020,5189WA,Main Market,Consumer Products & Services
MINTYE BERHAD,5886,Main Market,Consumer Products & Services
MBM RESOURCES BHD,5983,Main Market,Consumer Products & Services
MESB BHD,7234,Main Market,Consumer Products & Services
MESB BERHAD - WARRANTS 2017/2022,7234WA,Main Market,Consumer Products & Services
MALAYAN FLOUR MILLS BHD,3662,Main Market,Consumer Products & Services
MALAYAN FLOUR MILLS BERHAD - WARRANTS 2019/2024,3662WC,Main Market,Consumer Products & Services
MILUX CORPORATION BHD,7935,Main Market,Consumer Products & Services
MINDA GLOBAL BERHAD,5166,Main Market,Consumer Products & Services
MSM MALAYSIA HOLDINGS BERHAD,5202,Main Market,Consumer Products & Services
MULTI SPORTS HOLDINGS LTD,5150,Main Market,Consumer Products & Services
MALAYAN UNITED INDUSTRIES BHD,3891,Main Market,Consumer Products & Services
MULPHA INTERNATIONAL BHD,3905,Main Market,Consumer Products & Services
MYNEWS HOLDINGS BERHAD,5275,Main Market,Consumer Products & Services
NESTLE (M) BHD,4707,Main Market,Consumer Products & Services
NEW HOONG FATT HOLDINGS BHD,7060,Main Market,Consumer Products & Services
NICHE CAPITAL EMAS HLDG BHD,7139,Main Market,Consumer Products & Services
NICHE CAPITAL EMAS HOLDINGS BERHAD - WARRANTS 2019/2024,7139WB,Main Market,Consumer Products & Services
NI HSIN RESOURCES BHD,7215,Main Market,Consumer Products & Services
NTPM HOLDINGS BHD,5066,Main Market,Consumer Products & Services
OCB BHD,5533,Main Market,Consumer Products & Services
OCEANCASH PACIFIC BHD,0049,Main Market,Consumer Products & Services
ORIENTAL FOOD INDUSTRIES HLDG,7107,Main Market,Consumer Products & Services
OLYMPIA INDUSTRIES BHD,3018,Main Market,Consumer Products & Services
ORIENTAL HOLDINGS BHD,4006,Main Market,Consumer Products & Services
ONLY WORLD GROUP HOLDINGS BERHAD,5260,Main Market,Consumer Products & Services
ONLY WORLD GROUP HOLDINGS BERHAD - WARRANTS A 2018/2023,5260WA,Main Market,Consumer Products & Services
PADINI HOLDINGS BHD,7052,Main Market,Consumer Products & Services
PANASONIC MANUFACTURING MSIA,3719,Main Market,Consumer Products & Services
PAOS HOLDINGS BHD,5022,Main Market,Consumer Products & Services
PAOS HOLDINGS BERHAD - WARRANTS 2016/2021,5022WA,Main Market,Consumer Products & Services
PARAGON UNION BHD,9407,Main Market,Consumer Products & Services
PARKSON HOLDINGS BHD,5657,Main Market,Consumer Products & Services
PCCS GROUP BHD,6068,Main Market,Consumer Products & Services
PCCS GROUP BERHAD - WARRANTS 2017 / 2022,6068WA,Main Market,Consumer Products & Services
PELIKAN INT.CORPORATION BHD,5231,Main Market,Consumer Products & Services
PENSONIC HOLDINGS BHD,9997,Main Market,Consumer Products & Services
PENSONIC HOLDINGS BERHAD - WARRANTS B 2014/2024,9997WB,Main Market,Consumer Products & Services
PERMAJU INDUSTRIES BHD,7080,Main Market,Consumer Products & Services
PETRONAS DAGANGAN BHD,5681,Main Market,Consumer Products & Services
PAN MALAYSIA CORPORATION BHD,4081,Main Market,Consumer Products & Services
PAN MALAYSIA HOLDINGS BHD,1287,Main Market,Consumer Products & Services
POH KONG HOLDINGS BHD,5080,Main Market,Consumer Products & Services
POH HUAT RESOURCES HOLDINGS,7088,Main Market,Consumer Products & Services
POH HUAT RESOURCES HOLDINGS BERHAD - WARRANTS 15/20,7088WB,Main Market,Consumer Products & Services
PPB GROUP BHD,4065,Main Market,Consumer Products & Services
PRG HOLDINGS BERHAD,7168,Main Market,Consumer Products & Services
PRG HOLDINGS BERHAD-WARRANTS 2014/2019,7168WA,Main Market,Consumer Products & Services
PROLEXUS BHD,8966,Main Market,Consumer Products & Services
PROLEXUS BERHAD - WARRANTS 2016/2021,8966WA,Main Market,Consumer Products & Services
PERAK TRANSIT BERHAD,0186,Main Market,Consumer Products & Services
PERAK TRANSIT BERHAD - WARRANTS A 2017/2020,0186WA,Main Market,Consumer Products & Services
PWF CONSOLIDATED BERHAD,7134,Main Market,Consumer Products & Services
PWF CONSOLIDATED BERHAD - WARRANTS 16/21,7134WA,Main Market,Consumer Products & Services
POWER ROOT BERHAD,7237,Main Market,Consumer Products & Services
POWER ROOT BERHAD - WARRANTS 2018/2023,7237WA,Main Market,Consumer Products & Services
QL RESOURCES BHD,7084,Main Market,Consumer Products & Services
REX INDUSTRY BHD,9946,Main Market,Consumer Products & Services
RGB INTERNATIONAL BHD,0037,Main Market,Consumer Products & Services
RHONE MA HOLDINGS BERHAD,5278,Main Market,Consumer Products & Services
SALUTICA BERHAD,0183,Main Market,Consumer Products & Services
SANBUMI HOLDINGS BHD,9113,Main Market,Consumer Products & Services
SAUDEE GROUP BERHAD,5157,Main Market,Consumer Products & Services
SAUDEE GROUP BERHAD - WARRANTS 2016/2021,5157WA,Main Market,Consumer Products & Services
SEG INTERNATIONAL BHD,9792,Main Market,Consumer Products & Services
7-ELEVEN MALAYSIA HOLDINGS BERHAD,5250,Main Market,Consumer Products & Services
SERN KOU RESOURCES BHD,7180,Main Market,Consumer Products & Services
SERN KOU RESOURCES BERHAD - WARRANTS 2018/2023,7180WA,Main Market,Consumer Products & Services
SHANGRI-LA HOTELS (M) BHD,5517,Main Market,Consumer Products & Services
SHH RESOURCES HOLDINGS BHD,7412,Main Market,Consumer Products & Services
SIGNATURE INTERNATIONAL BHD,7246,Main Market,Consumer Products & Services
SIGNATURE INTERNATIONAL BERHAD - WARRANTS 2016/2021,7246WA,Main Market,Consumer Products & Services
SIME DARBY BHD,4197,Main Market,Consumer Products & Services
SINOTOP HOLDINGS BERHAD,8532,Main Market,Consumer Products & Services
SINMAH CAPITAL BERHAD,9776,Main Market,Consumer Products & Services
SINMAH CAPITAL BERHAD - WARRANTS 2018/2023,9776WC,Main Market,Consumer Products & Services
SAND NISKO CAPITAL BERHAD,7943,Main Market,Consumer Products & Services
SOLID AUTOMOTIVE BHD,5242,Main Market,Consumer Products & Services
SOLID AUTOMOTIVE BERHAD - WARRANTS 2015/2020,5242WA,Main Market,Consumer Products & Services
SPRITZER BHD,7103,Main Market,Consumer Products & Services
SUIWAH CORPORATION BHD,9865,Main Market,Consumer Products & Services
SWS CAPITAL BERHAD,7186,Main Market,Consumer Products & Services
SWS CAPITAL BERHAD - WARRANTS 2018/2023,7186WB,Main Market,Consumer Products & Services
SYF RESOURCES BHD,7082,Main Market,Consumer Products & Services
SYF RESOURCES BERHAD-WARRANTS 2014/2019,7082WB,Main Market,Consumer Products & Services
TAFI INDUSTRIES BHD,7211,Main Market,Consumer Products & Services
TAN CHONG MOTOR HOLDINGS BHD,4405,Main Market,Consumer Products & Services
TECK GUAN PERDANA BHD,7439,Main Market,Consumer Products & Services
TEK SENG HOLDINGS BHD,7200,Main Market,Consumer Products & Services
TEK SENG HOLDINGS BERHAD - WARRANTS 2015/2020,7200WA,Main Market,Consumer Products & Services
TEO SENG CAPITAL BHD,7252,Main Market,Consumer Products & Services
TEO SENG CAPITAL BERHAD - Warrants 2015/2020,7252WA,Main Market,Consumer Products & Services
TEO GUAN LEE CORPORATION BHD,9369,Main Market,Consumer Products & Services
TOMEI CONSOLIDATED BHD,7230,Main Market,Consumer Products & Services
TPC PLUS BHD,7176,Main Market,Consumer Products & Services
TPC PLUS BERHAD - WARRANTS A 2016/2021,7176WA,Main Market,Consumer Products & Services
UMW HOLDINGS BHD,4588,Main Market,Consumer Products & Services
UPA CORPORATION BHD,7757,Main Market,Consumer Products & Services
VERTICE BERHAD,7240,Main Market,Consumer Products & Services
VERTICE BERHAD - WARRANTS A 2014/2024,7240WA,Main Market,Consumer Products & Services
WANG-ZHENG BHD,7203,Main Market,Consumer Products & Services
WARISAN TC HOLDINGS BHD,5016,Main Market,Consumer Products & Services
XIDELANG HOLDINGS LTD,5156,Main Market,Consumer Products & Services
XIDELANG HOLDINGS LTD - WARRANTS 2019/2022,5156WD,Main Market,Consumer Products & Services
XIAN LENG HOLDINGS BHD,7121,Main Market,Consumer Products & Services
XINGQUAN INT SPORTS HLDG LTD,5155,Main Market,Consumer Products & Services
XINGQUAN INT SPORTS HLDG LTD-WARRANT 14/19,5155WA,Main Market,Consumer Products & Services
XINGQUAN INTERNATIONAL SPORTS HOLDINGS LIMITED-WARRANTS 2016/2021,5155WB,Main Market,Consumer Products & Services
YEE LEE CORPORATION BHD,5584,Main Market,Consumer Products & Services
YOONG ONN CORPORATION BERHAD,5159,Main Market,Consumer Products & Services
ZHULIAN CORPORATION BHD,5131,Main Market,Consumer Products & Services
ADVANCECON HOLDINGS BERHAD,5281,Main Market,Construction
AHMAD ZAKI RESOURCES BHD,7078,Main Market,Construction
AHMAD ZAKI RESOURCES BERHAD- WA 14/24,7078WA,Main Market,Construction
BENALEC HOLDINGS BERHAD,5190,Main Market,Construction
BINA PURI HOLDINGS BHD,5932,Main Market,Construction
BREM HOLDINGS BHD,8761,Main Market,Construction
CREST BUILDER HOLDINGS BHD,8591,Main Market,Construction
DKLS INDUSTRIES BHD,7528,Main Market,Construction
ECONPILE HOLDINGS BHD,5253,Main Market,Construction
ECONPILE HOLDINGS BERHAD - WARRANTS A 2018/2023,5253WA,Main Market,Construction
EKOVEST BHD,8877,Main Market,Construction
EKOVEST BHD-WARRANTS B 14/19,8877WB,Main Market,Construction
FAJARBARU BUILDER GRP BHD,7047,Main Market,Construction
FAJARBARU BUILDER GROUP BERHAD - WARRANTS B 14/19,7047WB,Main Market,Construction
GADANG HOLDINGS BHD,9261,Main Market,Construction
GADANG HOLDINGS BHD - WARRANTS 2016 / 2021,9261WB,Main Market,Construction
GAMUDA BHD,5398,Main Market,Construction
GAMUDA BERHAD-WARRANTS E,5398WE,Main Market,Construction
GABUNGAN AQRS BERHAD,5226,Main Market,Construction
GABUNGAN AQRS BERHAD-WARRANTS B,5226WB,Main Market,Construction
GEORGE KENT (M) BHD,3204,Main Market,Construction
HO HUP CONSTRUCTION COMPANY,5169,Main Market,Construction
HOCK SENG LEE BHD,6238,Main Market,Construction
IJM CORPORATION BHD,3336,Main Market,Construction
IKHMAS JAYA GROUP BERHAD,5268,Main Market,Construction
INTA BINA GROUP BERHAD,0192,Main Market,Construction
IREKA CORPORATION BHD,8834,Main Market,Construction
IREKA CORPORATION BERHAD-WB 14/19,8834WB,Main Market,Construction
JAKS RESOURCES BERHAD,4723,Main Market,Construction
JAKS RESOURCES BERHAD-WARRANTS B,4723WB,Main Market,Construction
KERJAYA PROSPEK GROUP BERHAD,7161,Main Market,Construction
KERJAYA PROSPEK GROUP BERHAD - WARRANTS B 2018/2023,7161WB,Main Market,Construction
KIMLUN CORPORATION BERHAD,5171,Main Market,Construction
KIMLUN CORPORATION BERHAD -WA 14/24,5171WA,Main Market,Construction
LEBTECH BERHAD,9628,Main Market,Construction
MELATI EHSAN HOLDINGS BHD,5129,Main Market,Construction
MERCURY INDUSTRIES BHD,8192,Main Market,Construction
MERGE ENERGY BHD,5006,Main Market,Construction
MGB BERHAD,7595,Main Market,Construction
MGB BHD - WARRANTS A 2014/2019,7595WA,Main Market,Construction
MITRAJAYA HOLDINGS BHD,9571,Main Market,Construction
MITRAJAYA HOLDINGS BERHAD-WARRANTS D 15/20,9571WD,Main Market,Construction
MITRAJAYA HOLDINGS BERHAD - WARRANTS E 2018/2023,9571WE,Main Market,Construction
MTD ACPI ENGINEERING BHD,5924,Main Market,Construction
MUDAJAYA GROUP BHD,5085,Main Market,Construction
MUHIBBAH ENGINEERING (M) BHD,5703,Main Market,Construction
OCR GROUP BERHAD,7071,Main Market,Construction
OCR GROUP BERHAD - IRREDEEMABLE CONVERTIBLE PREFERENCE SHARE 2016/2021,7071PA,Main Market,Construction
OCR GROUP BERHAD - WARRANTS 2016/2021,7071WC,Main Market,Construction
OCR GROUP BERHAD - WARRANTS 2019/2022,7071WD,Main Market,Construction
PIMPINAN EHSAN BERHAD,5622,Main Market,Construction
PESONA METRO HOLDINGS BHD,8311,Main Market,Construction
PESONA METRO HOLDINGS BERHAD - WARRANTS C,8311WC,Main Market,Construction
PROTASCO BHD,5070,Main Market,Construction
PROTASCO BERHAD - WARRANTS A 2018/2023,5070WA,Main Market,Construction
PRINSIPTEK CORPORATION BHD,7145,Main Market,Construction
PRINSIPTEK CORPORATION BERHAD - WARRANTS A,7145WA,Main Market,Construction
PINTARAS JAYA BHD,9598,Main Market,Construction
PUNCAK NIAGA HOLDINGS BHD,6807,Main Market,Construction
EVERSENDAI CORPORATION BERHAD,5205,Main Market,Construction
SUNWAY CONSTRUCTION GROUP BERHAD,5263,Main Market,Construction
SYCAL VENTURES BHD,9717,Main Market,Construction
TRC SYNERGY BHD,5054,Main Market,Construction
TSR CAPITAL BHD,5042,Main Market,Construction
TSR CAPITAL BERHAD-WARRANTS B 16/20,5042WB,Main Market,Construction
VIZIONE HOLDINGS BERHAD,7070,Main Market,Construction
VIZIONE HOLDINGS BERHAD-WARRANTS 2017/2022,7070WC,Main Market,Construction
WCE HOLDINGS BERHAD,3565,Main Market,Construction
WCT HOLDINGS BERHAD,9679,Main Market,Construction
WCT HOLDINGS BERHAD-WARRANTS E,9679WE,Main Market,Construction
ZECON BHD,7028,Main Market,Construction
ZELAN BHD,2283,Main Market,Construction
AMANAH HARTA TANAH PNB,4952,Main Market,Real Estate Investment Trusts
AL-AQAR HEALTHCARE REIT,5116,Main Market,Real Estate Investment Trusts
AL-SALAM REAL ESTATE INVESTMENT TRUST,5269,Main Market,Real Estate Investment Trusts
AMFIRST REITS,5120,Main Market,Real Estate Investment Trusts
AMANAHRAYA REITS,5127,Main Market,Real Estate Investment Trusts
ATRIUM REITS,5130,Main Market,Real Estate Investment Trusts
AXIS REITS,5106,Main Market,Real Estate Investment Trusts
CAPITALAND MALAYSIA MALL TRUST,5180,Main Market,Real Estate Investment Trusts
HEKTAR REITS,5121,Main Market,Real Estate Investment Trusts
IGB REAL ESTATE INV TRUST,5227,Main Market,Real Estate Investment Trusts
KIP REAL ESTATE INVESTMENT TRUST,5280,Main Market,Real Estate Investment Trusts
KLCC PROP&REITS-STAPLED SEC,5235SS,Main Market,Real Estate Investment Trusts
MRCB-QUILL REIT,5123,Main Market,Real Estate Investment Trusts
PAVILION REAL ESTATE INV TRUST,5212,Main Market,Real Estate Investment Trusts
SUNWAY REAL ESTATE INVT TRUST,5176,Main Market,Real Estate Investment Trusts
TOWER REITS,5111,Main Market,Real Estate Investment Trusts
UOA REITS,5110,Main Market,Real Estate Investment Trusts
YTL HOSPITALITY REIT,5109,Main Market,Real Estate Investment Trusts
ABLEGROUP BERHAD,7086,Main Market,Industrial Products & Services
ADVANCED PACKAGING TECHNOLOGY,9148,Main Market,Industrial Products & Services
AE MULTI HOLDINGS BHD,7146,Main Market,Industrial Products & Services
AE MULTI HOLDINGS BERHAD-WARRANTS 2014/2019,7146WA,Main Market,Industrial Products & Services
ABM FUJIYA BERHAD,5198,Main Market,Industrial Products & Services
AMALGAMATED INDUSTRIAL STEEL,2682,Main Market,Industrial Products & Services
AJIYA BHD,7609,Main Market,Industrial Products & Services
AJIYA BERHAD - WARRANTS 2016/2021,7609WA,Main Market,Industrial Products & Services
ALCOM GROUP BERHAD,2674,Main Market,Industrial Products & Services
ANALABS RESOURCES BHD,7083,Main Market,Industrial Products & Services
ANCOM BHD,4758,Main Market,Industrial Products & Services
ANN JOO RESOURCES BHD,6556,Main Market,Industrial Products & Services
ANN JOO RESOURCES BERHAD-REDEEMABLE CONVERTIBLE CUMULATIVE PREFERENCE SHARES 2016/2024,6556PA,Main Market,Industrial Products & Services
ANZO HOLDINGS BERHAD,9342,Main Market,Industrial Products & Services
ANZO HOLDINGS BERHAD-WARRANTS 2009/2019,9342WA,Main Market,Industrial Products & Services
ANZO HOLDINGS BERHAD-WARRANTS 2013/2023,9342WB,Main Market,Industrial Products & Services
ANZO HOLDINGS BERHAD - WARRANTS 2017/2020,9342WC,Main Market,Industrial Products & Services
APB RESOURCES BHD,5568,Main Market,Industrial Products & Services
APM AUTOMOTIVE HOLDINGS BHD,5015,Main Market,Industrial Products & Services
A-RANK BHD,7214,Main Market,Industrial Products & Services
ASTINO BHD,7162,Main Market,Industrial Products & Services
ATA IMS BERHAD,8176,Main Market,Industrial Products & Services
ATTA GLOBAL GROUP BERHAD,7099,Main Market,Industrial Products & Services
ATTA GLOBAL GROUP BERHAD - IRREDEEMABLE CONVERTIBLE PREFERENCE SHARES 2017/2022,7099PA,Main Market,Industrial Products & Services
ATTA GLOBAL GROUP BERHAD-WARRANTS 12/22,7099WB,Main Market,Industrial Products & Services
ATTA GLOBAL GROUP BERHAD - WARRANTS  C  2014/2024,7099WC,Main Market,Industrial Products & Services
ATURMAJU RESOURCES BHD,7181,Main Market,Industrial Products & Services
ATURMAJU RESOURCES BERHAD - IRREDEEMABLE CONVERTIBLE PREFERENCE SHARES 2019/2024,7181PA,Main Market,Industrial Products & Services
AWC BERHAD,7579,Main Market,Industrial Products & Services
AWC BERHAD - WARRANTS 2018/2023,7579WA,Main Market,Industrial Products & Services
AYS VENTURES BHD,5021,Main Market,Industrial Products & Services
B.I.G. INDUSTRIES BHD,7005,Main Market,Industrial Products & Services
BINTAI KINDEN CORPORATION BHD,6998,Main Market,Industrial Products & Services
BINTAI KINDEN CORPORATION BERHAD - WARRANTS  A  2015/2020,6998WA,Main Market,Industrial Products & Services
BERJAYA CORPORATION BHD,3395,Main Market,Industrial Products & Services
BERJAYA COR BHD-WARRANTS 12/22,3395WB,Main Market,Industrial Products & Services
BERJAYA CORPORATION BERHAD-WARRANTS C 2016/2026,3395WC,Main Market,Industrial Products & Services
BOILERMECH HOLDINGS BHD,0168,Main Market,Industrial Products & Services
BORNEO OIL BHD,7036,Main Market,Industrial Products & Services
BORNEO OIL BERHAD - WARRANTS C 2015/2025,7036WC,Main Market,Industrial Products & Services
BORNEO OIL BERHAD - WARRANTS D 2017/2027,7036WD,Main Market,Industrial Products & Services
BOX-PAK (MALAYSIA) BHD,6297,Main Market,Industrial Products & Services
BOX-PAK (MALAYSIA) BERHAD - WARRANTS 2017/2022,6297WA,Main Market,Industrial Products & Services
BP PLASTICS HOLDING BHD,5100,Main Market,Industrial Products & Services
BRIGHT PACKAGING INDUSTRY BHD,9938,Main Market,Industrial Products & Services
BSL CORPORATION BERHAD,7221,Main Market,Industrial Products & Services
BOUSTEAD HOLDINGS BHD,2771,Main Market,Industrial Products & Services
BTM RESOURCES BHD,7188,Main Market,Industrial Products & Services
BTM RESOURCES BHD-WARR 09/19,7188WA,Main Market,Industrial Products & Services
BTM RESOURCES BERHAD-WARRANTS 14/24,7188WB,Main Market,Industrial Products & Services
CAN-ONE BHD,5105,Main Market,Industrial Products & Services
CHINA AUTOMOBILE PARTS HLD LTD,5229,Main Market,Industrial Products & Services
CB INDUSTRIAL PRODUCT HOLDING,7076,Main Market,Industrial Products & Services
CB INDUSTRIAL PRODUCT HOLDING BERHAD-WA 14/19,7076WA,Main Market,Industrial Products & Services
CHEMICAL COMPANY OF MALAYSIA,2879,Main Market,Industrial Products & Services
CONCRETE ENGINEERING PRODUCTS,8435,Main Market,Industrial Products & Services
COMPUTER FORMS (M) BHD,8044,Main Market,Industrial Products & Services
CHIN HIN GROUP BERHAD,5273,Main Market,Industrial Products & Services
CHIN WELL HOLDINGS BHD,5007,Main Market,Industrial Products & Services
CHOO BEE METAL INDUSTRIES BHD,5797,Main Market,Industrial Products & Services
CHUAN HUAT RESOURCES BHD,7016,Main Market,Industrial Products & Services
CENTRAL INDUSTRIAL CORPORATION,8052,Main Market,Industrial Products & Services
CME GROUP BHD,7018,Main Market,Industrial Products & Services
CME GROUP BERHAD - WARRANTS 2018/2028,7018WA,Main Market,Industrial Products & Services
CAHYA MATA SARAWAK BHD,2852,Main Market,Industrial Products & Services
CN ASIA CORPORATION BHD,7986,Main Market,Industrial Products & Services
COMINTEL CORPORATION BHD,7195,Main Market,Industrial Products & Services
COMFORT GLOVES BERHAD,2127,Main Market,Industrial Products & Services
COMPUGATES HOLDINGS BHD,5037,Main Market,Industrial Products & Services
CSC STEEL HOLDINGS BERHAD,5094,Main Market,Industrial Products & Services
CYL CORPORATION BHD,7157,Main Market,Industrial Products & Services
CYMAO HOLDINGS BHD,5082,Main Market,Industrial Products & Services
CYPARK RESOURCES BERHAD,5184,Main Market,Industrial Products & Services
DAIBOCHI BERHAD,8125,Main Market,Industrial Products & Services
DAIBOCHI BERHAD - WARRANTS 2017/2022,8125WB,Main Market,Industrial Products & Services
DANCOMECH HOLDINGS BERHAD,5276,Main Market,Industrial Products & Services
DANCOMECH HOLDINGS BERHAD - WARRANTS  A  2017/2022,5276WA,Main Market,Industrial Products & Services
DESTINI BERHAD,7212,Main Market,Industrial Products & Services
DNONCE TECHNOLOGY BHD,7114,Main Market,Industrial Products & Services
DNONCE TECHNOLOGY BHD - WARRANTS 2015/2020,7114WA,Main Market,Industrial Products & Services
DOLOMITE CORPORATION BHD,5835,Main Market,Industrial Products & Services
DOLPHIN INTERNATIONAL BERHAD,5265,Main Market,Industrial Products & Services
DOLPHIN INTERNATIONAL BERHAD-WARRANTS 2016/2021,5265WA,Main Market,Industrial Products & Services
DOMINANT ENTERPRISE BHD,7169,Main Market,Industrial Products & Services
DOMINANT ENTERPRISE BERHAD - WARRANTS 2015/2020,7169WA,Main Market,Industrial Products & Services
DUFU TECHNOLOGY CORP. BHD,7233,Main Market,Industrial Products & Services
DYNACIATE GROUP BERHAD,5178,Main Market,Industrial Products & Services
DYNACIATE GROUP BERHAD - IRREDEEMABLE CONVERTIBLE PREFERENCE SHARES 2018/2023,5178PA,Main Market,Industrial Products & Services
DYNACIATE GROUP BERHAD - WARRANTS 2018/2023,5178WA,Main Market,Industrial Products & Services
UEM EDGENTA BERHAD,1368,Main Market,Industrial Products & Services
EFFICIENT E-SOLUTIONS BHD,0064,Main Market,Industrial Products & Services
EG INDUSTRIES BHD,8907,Main Market,Industrial Products & Services
EG INDUSTRIES BERHAD - REDEEMABLE CONVERTIBLE PREFERENCE SHARES 2017/2022,8907PA,Main Market,Industrial Products & Services
EG INDUSTRIES BERHAD - WARRANTS 2015/2020,8907WC,Main Market,Industrial Products & Services
EITA RESOURCES BERHAD,5208,Main Market,Industrial Products & Services
EKSONS CORPORATION BHD,9016,Main Market,Industrial Products & Services
EONMETALL GROUP BHD,7217,Main Market,Industrial Products & Services
ENGTEX GROUP BHD,5056,Main Market,Industrial Products & Services
EP MANUFACTURING BHD,7773,Main Market,Industrial Products & Services
EVERGREEN FIBREBOARD BHD,5101,Main Market,Industrial Products & Services
FACB INDUSTRIES INCORPORATED,2984,Main Market,Industrial Products & Services
FAVELLE FAVCO BHD,7229,Main Market,Industrial Products & Services
FIBON BERHAD,0149,Main Market,Industrial Products & Services
FIMA CORPORATION BHD,3107,Main Market,Industrial Products & Services
FITTERS DIVERSIFIED BHD,9318,Main Market,Industrial Products & Services
FITTERS DIVERSIFIED BERHAD - Warrants,9318WB,Main Market,Industrial Products & Services
FOCUS LUMBER BERHAD,5197,Main Market,Industrial Products & Services
FOUNDPAC GROUP BERHAD,5277,Main Market,Industrial Products & Services
GE-SHEN CORPORATION BHD,7197,Main Market,Industrial Products & Services
GLOBALTEC FORMATION BERHAD,5220,Main Market,Industrial Products & Services
GLOBALTEC FORMATION BERHAD - WARRANTS 2018/2021,5220WA,Main Market,Industrial Products & Services
